prioridad,tiempo_resolucion_horas,reaperturas_contador,costo_reparacion_usd,satisfaccion_cliente,encuesta_respondida,carga_tecnico,ticket_reabierto,costo_por_hora_resolucion,canal_ingreso_Correo Electrónico,canal_ingreso_Llamada Telefónica,canal_ingreso_Portal Web,canal_ingreso_Presencial,departamento_solicitante_Legal,departamento_solicitante_Marketing,departamento_solicitante_Operaciones,departamento_solicitante_Recursos Humanos,departamento_solicitante_TI,departamento_solicitante_Ventas,ubicacion_usuario_Remoto,ubicacion_usuario_Sede Central,ubicacion_usuario_Sucursal Norte,ubicacion_usuario_Sucursal Sur,categoria_ERP,categoria_Hardware,categoria_Impresoras,categoria_Redes,categoria_Seguridad,categoria_Software,subcategoria_Contraseña,subcategoria_Disco Duro,subcategoria_ERP Login,subcategoria_Office 365,subcategoria_Pantalla,subcategoria_VPN,subcategoria_Wi-Fi,tecnico_asignado_Carlos Ruiz,tecnico_asignado_Elena Diaz,tecnico_asignado_Jorge Soto,tecnico_asignado_Luis Perez,tecnico_asignado_Maria Lopez,franja_horaria_ingreso_Mañana,franja_horaria_ingreso_Noche,franja_horaria_ingreso_Tarde,dia_semana_ingreso_Jueves,dia_semana_ingreso_Lunes,dia_semana_ingreso_Martes,dia_semana_ingreso_Miércoles,dia_semana_ingreso_Sábado,dia_semana_ingreso_Viernes,rango_tiempo_resolucion_Normal,rango_tiempo_resolucion_Lento,rango_tiempo_resolucion_Crítico,sla_cumplido
2.0,-0.23908778476688947,0,1.7385547033921918,-2.217939638936468,1,-0.320283784426254,0,-0.081012490412289,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2.0,-0.7996748144031262,0,-1.5771791644440036,-0.45597753351432074,1,-0.320283784426254,0,-0.12263711651995994,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3.0,-0.7116873139132531,2,-1.652221221011044,-0.45597753351432074,1,-0.1294095338917753,1,-0.12674920314078528,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2.0,-1.0303087172023389,0,-0.03971463707525647,0.425003519196753,0,1.4612092205622138,0,0.06064947944246951,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3.0,-0.797675098482902,0,0.5266314740495224,0.425003519196753,1,1.4612092205622138,0,-0.04512838408867625,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1.0,1.0207332449744753,0,-1.1209426100045154,0.425003519196753,0,-1.465529287633126,0,-0.1277918689791142,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
0.0,2.4671944272701154,0,-1.6787312936260352,0.425003519196753,1,-0.7020322854952114,0,-0.13150563381900493,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1.0,-0.4110633539061868,0,-0.06203575916417697,-1.3369585862253945,1,-1.465529287633126,0,-0.10088171807302919,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
2.0,-0.205759186096483,0,-1.413510883175378,-0.45597753351432074,1,-0.1294095338917753,0,-0.12629230462736024,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
0.0,-0.8336699850469409,0,-0.03193515752683911,1.3059845719078267,1,-1.465529287633126,0,-0.058202710780531235,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1.0,0.1381919521821119,0,-0.7335843706437065,1.3059845719078267,1,-0.1294095338917753,0,-0.12095010662423669,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0.0,2.4798592947648697,2,-1.3435554093899948,-1.3369585862253945,1,-0.320283784426254,1,-0.1302989531297029,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0.0,-0.3564044520867202,0,0.8315870723474805,1.3059845719078267,1,-1.465529287633126,0,-0.08835801266658387,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3.0,2.4798592947648697,1,0.2351403595853638,-0.45597753351432074,1,1.4612092205622138,1,-0.12462872542463317,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0.0,-0.6303655331574614,1,0.8607301995788592,0.425003519196753,0,-0.320283784426254,1,-0.06465786670097218,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2.0,-0.6123680898754419,2,0.007321293117482015,1.3059845719078267,1,-1.465529287633126,1,-0.08756136910471457,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
0.0,1.1940419580605885,0,-1.156728215927235,-2.217939638936468,1,-0.320283784426254,0,-0.12830734422502965,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0.0,1.482667622546309,1,1.5706376294471234,0.425003519196753,0,1.4612092205622138,1,-0.11520958684017851,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
3.0,-0.9523197963135879,0,1.4744114516482385,0.425003519196753,1,-0.7020322854952114,0,0.08438477144757542,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,-0.05578049207965376,2,1.2565860242925544,-0.45597753351432074,1,-0.1294095338917753,1,-0.09528178244694793,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2.0,0.8694214070108297,0,-1.0192707965217387,0.425003519196753,1,1.1430854696714159,0,-0.12680777987327566,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2.0,-0.32707528525676255,0,-0.34484976182433175,0.425003519196753,1,-0.320283784426254,0,-0.10853183933627408,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2.0,-0.12110454547365046,0,0.9352336767925479,0.425003519196753,1,-0.1294095338917753,0,-0.09702736907516153,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2.0,-1.066303603766378,0,-0.6729642723164242,1.3059845719078267,1,-0.320283784426254,0,0.04510321463952007,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,1.2800297426302372,0,0.7168696700835117,1.3059845719078267,1,-0.320283784426254,0,-0.11838444574115763,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,-0.5877049268593411,1,1.481472825392187,1.3059845719078267,1,-0.320283784426254,1,-0.0554027429674906,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3.0,-0.797675098482902,1,-0.37931884043885755,1.3059845719078267,1,1.1430854696714159,1,-0.07852883695469647,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1.0,-0.4563902480979396,1,1.7083344174541095,-1.3369585862253945,1,1.4612092205622138,1,-0.06561852511381458,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1.0,-1.1469588125487615,0,-1.3523522054947437,-2.217939638936468,1,1.4612092205622138,0,1.2073475946743384,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,-1.0523055923248072,0,-0.24108347307851935,-0.45597753351432074,1,1.1430854696714159,0,0.07687523434230746,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2.0,-1.1209625055858445,0,-0.3166042668485396,-0.45597753351432074,1,-0.1294095338917753,0,0.5125689706058262,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1.0,-0.60236951027432,0,1.6717110214261757,-0.45597753351432074,1,-1.465529287633126,0,-0.04883043358206887,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
2.0,-1.066303603766378,1,0.8040596831761577,-0.45597753351432074,1,1.4612092205622138,1,0.27101024116195704,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1.0,0.5961268979134966,1,1.041992073056982,0.425003519196753,1,-0.7020322854952114,1,-0.11060545566643387,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1.0,-0.4650556837522452,0,-1.6486306919886977,-2.217939638936468,1,1.1430854696714159,0,-0.12858851254098352,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,-0.4957179945290192,0,-0.061018442607845384,0.425003519196753,1,1.4612092205622138,0,-0.09683992353119229,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
3.0,1.062060707325779,1,0.3510546048567815,0.425003519196753,0,1.1430854696714159,1,-0.119192804649525,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.613457769222108,0,0.09235698879672016,0.425003519196753,1,-1.465529287633126,0,-0.11783382445574797,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
3.0,-0.4757208353267753,0,-1.2938265824304966,-2.217939638936468,1,1.1430854696714159,0,-0.12167645810711754,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1.0,-0.7876765188817798,0,0.4336966145211221,1.3059845719078267,1,1.1430854696714159,0,-0.050845473179738296,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,-1.0749690394206837,0,1.1482118899680642,1.3059845719078267,1,-0.320283784426254,0,0.37515967152986995,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,-0.7023553062855393,0,-0.7086301939383989,0.425003519196753,1,1.4612092205622138,0,-0.09945244580026368,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
2.0,-0.494384850582203,0,-0.49224097819165324,1.3059845719078267,1,-0.1294095338917753,0,-0.10547413390027574,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2.0,0.22951231253902546,0,-1.382392964981709,-0.45597753351432074,1,-0.320283784426254,0,-0.12781529967211036,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1.0,0.8987505738407875,0,-0.03971463707525647,1.3059845719078267,1,1.4612092205622138,0,-0.12065722296178474,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1.0,-0.42306164942753316,0,-0.9476995846762994,0.425003519196753,1,1.1430854696714159,0,-0.11622882198551128,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3.0,-0.14643428046315943,2,1.6584859061938662,-2.217939638936468,1,-0.1294095338917753,1,-0.08675301019634718,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1.0,1.1707119389913043,1,-0.721017519065494,-1.3369585862253945,1,-0.7020322854952114,1,-0.12581197542093905,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3.0,0.05420388353268749,0,-1.1029301227424109,0.425003519196753,0,-1.465529287633126,0,-0.12417182691120814,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
0.0,-1.0576381681120723,3,-0.8665536287712698,0.425003519196753,1,-1.465529287633126,1,0.001885301408110534,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2.0,1.298027185912257,0,0.534949532951292,0.425003519196753,0,-0.320283784426254,0,-0.11945054227248272,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1.0,-0.9969801185319325,0,-0.05353817381128995,-1.3369585862253945,1,-1.465529287633126,0,0.01795875680347349,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,-0.42306164942753316,2,0.10797579004392727,0.425003519196753,0,-0.320283784426254,1,-0.09732025273761348,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0.0,-0.8883288868664074,0,1.001299410803722,1.3059845719078267,1,-0.320283784426254,0,0.008328741982053403,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0,-1.0589713120588886,2,1.4580147024461898,-2.217939638936468,1,-0.7020322854952114,1,0.3312154068155796,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.0,2.4798592947648697,0,-0.05551296477358074,0.425003519196753,1,1.4612092205622138,0,-0.12567139126296212,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
3.0,1.5206622250305724,0,-0.2522141130477934,0.425003519196753,1,-0.320283784426254,0,-0.12434755710867931,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1.0,-0.998979834452157,0,1.0123702086226238,0.425003519196753,1,1.1430854696714159,0,0.11104890007720081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.0,-0.40773049403914613,2,1.565730573116583,-2.217939638936468,1,-0.320283784426254,1,-0.0724602874686921,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.0,2.0292566407409747,1,-1.7561670362079735,0.425003519196753,1,-0.1294095338917753,1,-0.13175165609546455,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
3.0,-0.1570994320376895,1,-0.5900828940505938,0.425003519196753,1,-0.1294095338917753,1,-0.11577192347208624,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2.0,-0.07511107930848969,0,0.0379006319577993,-2.217939638936468,1,1.1430854696714159,0,-0.10939877497713185,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
2.0,-0.9043266142282025,0,-0.6454967252954739,1.3059845719078267,1,-0.7020322854952114,0,-0.0694845894581803,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0.0,-0.8130062538712888,0,1.0031545174652678,-0.45597753351432074,1,1.1430854696714159,0,-0.022822364356335854,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.0,2.4178681012379144,0,-0.22247256431269055,-2.217939638936468,1,-0.1294095338917753,0,-0.12617515116237946,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
1.0,-0.4957179945290192,1,-1.75730403706505,0.425003519196753,1,1.1430854696714159,1,-0.13058012144565675,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.0,0.9967366539317822,1,0.4578130011212156,0.425003519196753,1,-1.465529287633126,1,-0.11815013881119607,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
1.0,-0.8829963110791423,2,-0.30942320880384677,-0.45597753351432074,1,-0.320283784426254,1,-0.058132418701542767,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3.0,-0.9663178077551586,0,0.5041906676598572,-2.217939638936468,1,1.4612092205622138,0,0.032403779035603576,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2.0,-0.9063263301484269,0,-1.406269982980313,-1.3369585862253945,1,-0.1294095338917753,0,-0.10944563636312417,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2.0,-0.9223240575102221,0,1.2146366768814736,1.3059845719078267,1,-0.1294095338917753,0,0.04128401168114667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.0,-0.5377120288537314,0,1.3140344886500976,0.425003519196753,1,1.4612092205622138,0,-0.06519677263988377,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.0,0.6254560647434544,0,0.09235698879672016,0.425003519196753,1,-0.1294095338917753,0,-0.11792754722773259,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.5393262402859995,0,-0.6603375785878393,1.3059845719078267,1,1.1430854696714159,0,-0.1263743120528468,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2.0,-0.35273830623297553,0,1.2190649960090343,-0.45597753351432074,1,-0.1294095338917753,0,-0.0822308864480891,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1.0,-0.2217569134582781,3,0.09235698879672016,0.425003519196753,1,-0.7020322854952114,1,-0.10506409677284302,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3.0,-0.33840700880470076,0,-0.06030033680337607,-2.217939638936468,1,-0.7020322854952114,0,-0.1036348245000775,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2.0,-0.5837054950188924,0,-0.7286773143131665,0.425003519196753,1,-0.320283784426254,0,-0.106715960629072,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3.0,-0.4297273691616144,0,1.42222909652347,0.425003519196753,1,-0.320283784426254,0,-0.07324521568406331,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1.0,-0.5803726351518517,0,0.5964672635341608,1.3059845719078267,1,1.1430854696714159,0,-0.0765958047825136,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
0.0,-0.40306449022528923,0,-1.4215895734756576,-1.3369585862253945,1,-1.465529287633126,0,-0.12490989374058706,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
0.0,0.39682187786446604,0,1.6861329796659337,0.425003519196753,1,-0.320283784426254,0,-0.1024164284642774,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3.0,-0.6057023701413606,0,0.1505235589587327,1.3059845719078267,1,-1.465529287633126,0,-0.08467939386618739,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
0.0,0.3148335251352661,0,-0.5338312727004995,-0.45597753351432074,1,1.1430854696714159,0,-0.12050492345730975,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1.0,-0.04111590866467499,0,1.3210958623940454,-2.217939638936468,1,-0.7020322854952114,0,-0.09501232947749214,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
3.0,-0.628365817237237,2,0.09032235568405732,1.3059845719078267,1,-0.1294095338917753,1,-0.08412877258077774,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1.0,-0.3677361756346584,0,0.5922783130080901,0.425003519196753,1,1.4612092205622138,0,-0.09170860176503416,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1.0,-0.7116873139132531,0,-0.02774620700076833,-2.217939638936468,1,-0.1294095338917753,0,-0.0785639829941907,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
3.0,-1.1449590966285372,0,0.2888786106198157,-1.3369585862253945,1,-1.465529287633126,0,4.01857385569962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,-1.0956327705963356,3,-0.3110389468639027,0.425003519196753,1,1.4612092205622138,1,0.22225096903695665,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
