ticket_id,perfil_real,perfil_conducta
TK-006554,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-006555,Fallas de hardware,Fallas de hardware
TK-006556,Fallas de hardware,Errores recurrentes de software/ERP
TK-006557,Solicitudes rutinarias,Solicitudes rutinarias
TK-006558,Incidentes de seguridad,Incidentes de seguridad
TK-006559,Solicitudes rutinarias,Solicitudes rutinarias
TK-006560,Fallas de hardware,Fallas de hardware
TK-006561,Solicitudes rutinarias,Solicitudes rutinarias
TK-006562,Fallas de hardware,Fallas de hardware
TK-006563,Fallas de hardware,Fallas de hardware
TK-006564,Solicitudes rutinarias,Solicitudes rutinarias
TK-006565,Solicitudes rutinarias,Solicitudes rutinarias
TK-006566,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006567,Solicitudes rutinarias,Solicitudes rutinarias
TK-006568,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006569,Solicitudes rutinarias,Solicitudes rutinarias
TK-006570,Fallas de hardware,Fallas de hardware
TK-006571,Solicitudes rutinarias,Solicitudes rutinarias
TK-006572,Incidentes de seguridad,Incidentes de seguridad
TK-006573,Solicitudes rutinarias,Fallas de hardware
TK-006574,Fallas de hardware,Fallas de hardware
TK-006575,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006576,Solicitudes rutinarias,Solicitudes rutinarias
TK-006577,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006578,Solicitudes rutinarias,Solicitudes rutinarias
TK-006579,Solicitudes rutinarias,Solicitudes rutinarias
TK-006580,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006581,Solicitudes rutinarias,Solicitudes rutinarias
TK-006582,Fallas de hardware,Fallas de hardware
TK-006583,Solicitudes rutinarias,Solicitudes rutinarias
TK-006584,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-006585,Solicitudes rutinarias,Solicitudes rutinarias
TK-006586,Solicitudes rutinarias,Solicitudes rutinarias
TK-006587,Fallas de hardware,Fallas de hardware
TK-006588,Solicitudes rutinarias,Solicitudes rutinarias
TK-006589,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006590,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006591,Incidentes críticos de red,Incidentes críticos de red
TK-006592,Solicitudes rutinarias,Solicitudes rutinarias
TK-006593,Fallas de hardware,Fallas de hardware
TK-006594,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006595,Solicitudes rutinarias,Solicitudes rutinarias
TK-006596,Fallas de hardware,Fallas de hardware
TK-006597,Solicitudes rutinarias,Solicitudes rutinarias
TK-006598,Solicitudes rutinarias,Solicitudes rutinarias
TK-006599,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006600,Solicitudes rutinarias,Solicitudes rutinarias
TK-006601,Fallas de hardware,Fallas de hardware
TK-006602,Incidentes de seguridad,Incidentes de seguridad
TK-006603,Fallas de hardware,Fallas de hardware
TK-006604,Solicitudes rutinarias,Solicitudes rutinarias
TK-006605,Solicitudes rutinarias,Solicitudes rutinarias
TK-006606,Fallas de hardware,Fallas de hardware
TK-006607,Incidentes críticos de red,Incidentes críticos de red
TK-006608,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-006609,Incidentes críticos de red,Incidentes críticos de red
TK-006610,Solicitudes rutinarias,Solicitudes rutinarias
TK-006611,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006612,Fallas de hardware,Errores recurrentes de software/ERP
TK-006613,Solicitudes rutinarias,Solicitudes rutinarias
TK-006614,Solicitudes rutinarias,Solicitudes rutinarias
TK-006615,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006616,Solicitudes rutinarias,Solicitudes rutinarias
TK-006617,Solicitudes rutinarias,Solicitudes rutinarias
TK-006618,Solicitudes rutinarias,Solicitudes rutinarias
TK-006619,Fallas de hardware,Fallas de hardware
TK-006620,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006621,Solicitudes rutinarias,Solicitudes rutinarias
TK-006622,Fallas de hardware,Fallas de hardware
TK-006623,Solicitudes rutinarias,Solicitudes rutinarias
TK-006624,Solicitudes rutinarias,Solicitudes rutinarias
TK-006625,Errores recurrentes de software/ERP,Casos crónicos
TK-006626,Solicitudes rutinarias,Solicitudes rutinarias
TK-006627,Fallas de hardware,Errores recurrentes de software/ERP
TK-006628,Solicitudes rutinarias,Solicitudes rutinarias
TK-006629,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-006630,Solicitudes rutinarias,Solicitudes rutinarias
TK-006631,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-006632,Solicitudes rutinarias,Solicitudes rutinarias
TK-006633,Solicitudes rutinarias,Solicitudes rutinarias
TK-006634,Incidentes de seguridad,Incidentes de seguridad
TK-006635,Solicitudes rutinarias,Solicitudes rutinarias
TK-006636,Solicitudes rutinarias,Solicitudes rutinarias
TK-006637,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006638,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006639,Incidentes de seguridad,Incidentes de seguridad
TK-006640,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006641,Solicitudes rutinarias,Solicitudes rutinarias
TK-006642,Solicitudes rutinarias,Fallas de hardware
TK-006643,Incidentes de seguridad,Incidentes críticos de red
TK-006644,Solicitudes rutinarias,Fallas de hardware
TK-006645,Fallas de hardware,Solicitudes rutinarias
TK-006646,Solicitudes rutinarias,Solicitudes rutinarias
TK-006647,Solicitudes rutinarias,Solicitudes rutinarias
TK-006648,Solicitudes rutinarias,Solicitudes rutinarias
TK-006649,Solicitudes rutinarias,Solicitudes rutinarias
TK-006650,Incidentes críticos de red,Incidentes críticos de red
TK-006651,Solicitudes rutinarias,Solicitudes rutinarias
TK-006652,Solicitudes rutinarias,Solicitudes rutinarias
TK-006653,Solicitudes rutinarias,Solicitudes rutinarias
TK-006654,Fallas de hardware,Fallas de hardware
TK-006655,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006656,Solicitudes rutinarias,Solicitudes rutinarias
TK-006657,Errores recurrentes de software/ERP,Casos crónicos
TK-006658,Fallas de hardware,Fallas de hardware
TK-006659,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006660,Casos crónicos,Casos crónicos
TK-006661,Solicitudes rutinarias,Solicitudes rutinarias
TK-006662,Incidentes críticos de red,Incidentes críticos de red
TK-006663,Fallas de hardware,Fallas de hardware
TK-006664,Solicitudes rutinarias,Solicitudes rutinarias
TK-006665,Casos crónicos,Errores recurrentes de software/ERP
TK-006666,Fallas de hardware,Fallas de hardware
TK-006667,Solicitudes rutinarias,Solicitudes rutinarias
TK-006668,Solicitudes rutinarias,Solicitudes rutinarias
TK-006669,Casos crónicos,Casos crónicos
TK-006670,Incidentes críticos de red,Incidentes críticos de red
TK-006671,Incidentes de seguridad,Incidentes de seguridad
TK-006672,Solicitudes rutinarias,Solicitudes rutinarias
TK-006673,Solicitudes rutinarias,Solicitudes rutinarias
TK-006674,Fallas de hardware,Fallas de hardware
TK-006675,Solicitudes rutinarias,Solicitudes rutinarias
TK-006676,Solicitudes rutinarias,Solicitudes rutinarias
TK-006677,Fallas de hardware,Fallas de hardware
TK-006678,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006679,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006680,Solicitudes rutinarias,Solicitudes rutinarias
TK-006681,Fallas de hardware,Fallas de hardware
TK-006682,Fallas de hardware,Fallas de hardware
TK-006683,Fallas de hardware,Fallas de hardware
TK-006684,Solicitudes rutinarias,Solicitudes rutinarias
TK-006685,Solicitudes rutinarias,Fallas de hardware
TK-006686,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006687,Errores recurrentes de software/ERP,Casos crónicos
TK-006688,Incidentes críticos de red,Incidentes de seguridad
TK-006689,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006690,Fallas de hardware,Fallas de hardware
TK-006691,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006692,Fallas de hardware,Fallas de hardware
TK-006693,Solicitudes rutinarias,Solicitudes rutinarias
TK-006694,Incidentes de seguridad,Incidentes de seguridad
TK-006695,Solicitudes rutinarias,Solicitudes rutinarias
TK-006696,Solicitudes rutinarias,Solicitudes rutinarias
TK-006697,Solicitudes rutinarias,Solicitudes rutinarias
TK-006698,Solicitudes rutinarias,Solicitudes rutinarias
TK-006699,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006700,Solicitudes rutinarias,Solicitudes rutinarias
TK-006701,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-006702,Incidentes de seguridad,Incidentes de seguridad
TK-006703,Solicitudes rutinarias,Solicitudes rutinarias
TK-006704,Fallas de hardware,Fallas de hardware
TK-006705,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006706,Solicitudes rutinarias,Solicitudes rutinarias
TK-006707,Solicitudes rutinarias,Solicitudes rutinarias
TK-006708,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-006709,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006710,Solicitudes rutinarias,Solicitudes rutinarias
TK-006711,Casos crónicos,Casos crónicos
TK-006712,Solicitudes rutinarias,Solicitudes rutinarias
TK-006713,Fallas de hardware,Fallas de hardware
TK-006714,Fallas de hardware,Fallas de hardware
TK-006715,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006716,Solicitudes rutinarias,Solicitudes rutinarias
TK-006717,Fallas de hardware,Fallas de hardware
TK-006718,Solicitudes rutinarias,Solicitudes rutinarias
TK-006719,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006720,Solicitudes rutinarias,Solicitudes rutinarias
TK-006721,Solicitudes rutinarias,Solicitudes rutinarias
TK-006722,Solicitudes rutinarias,Solicitudes rutinarias
TK-006723,Solicitudes rutinarias,Solicitudes rutinarias
TK-006724,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006725,Fallas de hardware,Fallas de hardware
TK-006726,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006727,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006728,Fallas de hardware,Solicitudes rutinarias
TK-006729,Solicitudes rutinarias,Solicitudes rutinarias
TK-006730,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006731,Solicitudes rutinarias,Solicitudes rutinarias
TK-006732,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006733,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006734,Fallas de hardware,Errores recurrentes de software/ERP
TK-006735,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006736,Fallas de hardware,Fallas de hardware
TK-006737,Fallas de hardware,Fallas de hardware
TK-006738,Fallas de hardware,Fallas de hardware
TK-006739,Solicitudes rutinarias,Solicitudes rutinarias
TK-006740,Incidentes de seguridad,Solicitudes rutinarias
TK-006741,Solicitudes rutinarias,Solicitudes rutinarias
TK-006742,Fallas de hardware,Fallas de hardware
TK-006743,Solicitudes rutinarias,Fallas de hardware
TK-006744,Fallas de hardware,Fallas de hardware
TK-006745,Fallas de hardware,Fallas de hardware
TK-006746,Fallas de hardware,Fallas de hardware
TK-006747,Solicitudes rutinarias,Solicitudes rutinarias
TK-006748,Solicitudes rutinarias,Solicitudes rutinarias
TK-006749,Solicitudes rutinarias,Solicitudes rutinarias
TK-006750,Solicitudes rutinarias,Solicitudes rutinarias
TK-006751,Solicitudes rutinarias,Solicitudes rutinarias
TK-006752,Solicitudes rutinarias,Solicitudes rutinarias
TK-006753,Incidentes de seguridad,Incidentes de seguridad
TK-006754,Incidentes críticos de red,Incidentes críticos de red
TK-006755,Fallas de hardware,Fallas de hardware
TK-006756,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-006757,Solicitudes rutinarias,Solicitudes rutinarias
TK-006758,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006759,Solicitudes rutinarias,Solicitudes rutinarias
TK-006760,Solicitudes rutinarias,Solicitudes rutinarias
TK-006761,Fallas de hardware,Fallas de hardware
TK-006762,Fallas de hardware,Solicitudes rutinarias
TK-006763,Fallas de hardware,Fallas de hardware
TK-006764,Solicitudes rutinarias,Solicitudes rutinarias
TK-006765,Errores recurrentes de software/ERP,Solicitudes rutinarias
TK-006766,Fallas de hardware,Fallas de hardware
TK-006767,Solicitudes rutinarias,Solicitudes rutinarias
TK-006768,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006769,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006770,Solicitudes rutinarias,Solicitudes rutinarias
TK-006771,Solicitudes rutinarias,Solicitudes rutinarias
TK-006772,Incidentes críticos de red,Incidentes críticos de red
TK-006773,Incidentes críticos de red,Incidentes críticos de red
TK-006774,Solicitudes rutinarias,Solicitudes rutinarias
TK-006775,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006776,Solicitudes rutinarias,Solicitudes rutinarias
TK-006777,Solicitudes rutinarias,Solicitudes rutinarias
TK-006778,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006779,Fallas de hardware,Errores recurrentes de software/ERP
TK-006780,Casos crónicos,Casos crónicos
TK-006781,Solicitudes rutinarias,Solicitudes rutinarias
TK-006782,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006783,Solicitudes rutinarias,Solicitudes rutinarias
TK-006784,Solicitudes rutinarias,Solicitudes rutinarias
TK-006785,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-006786,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006787,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006788,Incidentes críticos de red,Incidentes críticos de red
TK-006789,Fallas de hardware,Fallas de hardware
TK-006790,Solicitudes rutinarias,Solicitudes rutinarias
TK-006791,Solicitudes rutinarias,Solicitudes rutinarias
TK-006792,Solicitudes rutinarias,Solicitudes rutinarias
TK-006793,Fallas de hardware,Fallas de hardware
TK-006794,Fallas de hardware,Fallas de hardware
TK-006795,Casos crónicos,Casos crónicos
TK-006796,Solicitudes rutinarias,Solicitudes rutinarias
TK-006797,Solicitudes rutinarias,Solicitudes rutinarias
TK-006798,Solicitudes rutinarias,Solicitudes rutinarias
TK-006799,Solicitudes rutinarias,Solicitudes rutinarias
TK-006800,Solicitudes rutinarias,Solicitudes rutinarias
TK-006801,Solicitudes rutinarias,Solicitudes rutinarias
TK-006802,Fallas de hardware,Fallas de hardware
TK-006803,Incidentes críticos de red,Incidentes de seguridad
TK-006804,Solicitudes rutinarias,Solicitudes rutinarias
TK-006805,Fallas de hardware,Fallas de hardware
TK-006806,Solicitudes rutinarias,Solicitudes rutinarias
TK-006807,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006808,Incidentes de seguridad,Incidentes de seguridad
TK-006809,Solicitudes rutinarias,Solicitudes rutinarias
TK-006810,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006811,Fallas de hardware,Fallas de hardware
TK-006812,Solicitudes rutinarias,Fallas de hardware
TK-006813,Fallas de hardware,Fallas de hardware
TK-006814,Incidentes críticos de red,Incidentes críticos de red
TK-006815,Fallas de hardware,Fallas de hardware
TK-006816,Solicitudes rutinarias,Solicitudes rutinarias
TK-006817,Solicitudes rutinarias,Solicitudes rutinarias
TK-006818,Solicitudes rutinarias,Fallas de hardware
TK-006819,Solicitudes rutinarias,Solicitudes rutinarias
TK-006820,Incidentes críticos de red,Incidentes críticos de red
TK-006821,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006822,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006823,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006824,Solicitudes rutinarias,Solicitudes rutinarias
TK-006825,Solicitudes rutinarias,Solicitudes rutinarias
TK-006826,Errores recurrentes de software/ERP,Casos crónicos
TK-006827,Fallas de hardware,Fallas de hardware
TK-006828,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006829,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006830,Solicitudes rutinarias,Solicitudes rutinarias
TK-006831,Fallas de hardware,Fallas de hardware
TK-006832,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006833,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006834,Solicitudes rutinarias,Solicitudes rutinarias
TK-006835,Casos crónicos,Casos crónicos
TK-006836,Casos crónicos,Casos crónicos
TK-006837,Incidentes críticos de red,Incidentes críticos de red
TK-006838,Fallas de hardware,Fallas de hardware
TK-006839,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006840,Solicitudes rutinarias,Solicitudes rutinarias
TK-006841,Fallas de hardware,Fallas de hardware
TK-006842,Fallas de hardware,Fallas de hardware
TK-006843,Solicitudes rutinarias,Solicitudes rutinarias
TK-006844,Fallas de hardware,Fallas de hardware
TK-006845,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006846,Solicitudes rutinarias,Solicitudes rutinarias
TK-006847,Fallas de hardware,Fallas de hardware
TK-006848,Casos crónicos,Casos crónicos
TK-006849,Incidentes de seguridad,Incidentes de seguridad
TK-006850,Casos crónicos,Errores recurrentes de software/ERP
TK-006851,Solicitudes rutinarias,Solicitudes rutinarias
TK-006852,Incidentes de seguridad,Incidentes de seguridad
TK-006853,Fallas de hardware,Fallas de hardware
TK-006854,Solicitudes rutinarias,Solicitudes rutinarias
TK-006855,Casos crónicos,Casos crónicos
TK-006856,Incidentes de seguridad,Incidentes de seguridad
TK-006857,Incidentes de seguridad,Incidentes de seguridad
TK-006858,Solicitudes rutinarias,Solicitudes rutinarias
TK-006859,Solicitudes rutinarias,Solicitudes rutinarias
TK-006860,Solicitudes rutinarias,Solicitudes rutinarias
TK-006861,Solicitudes rutinarias,Solicitudes rutinarias
TK-006862,Casos crónicos,Casos crónicos
TK-006863,Solicitudes rutinarias,Solicitudes rutinarias
TK-006864,Incidentes críticos de red,Incidentes críticos de red
TK-006865,Solicitudes rutinarias,Solicitudes rutinarias
TK-006866,Fallas de hardware,Errores recurrentes de software/ERP
TK-006867,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006868,Casos crónicos,Casos crónicos
TK-006869,Solicitudes rutinarias,Solicitudes rutinarias
TK-006870,Solicitudes rutinarias,Solicitudes rutinarias
TK-006871,Solicitudes rutinarias,Solicitudes rutinarias
TK-006872,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006873,Fallas de hardware,Fallas de hardware
TK-006874,Fallas de hardware,Fallas de hardware
TK-006875,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-006876,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006877,Fallas de hardware,Errores recurrentes de software/ERP
TK-006878,Errores recurrentes de software/ERP,Casos crónicos
TK-006879,Fallas de hardware,Fallas de hardware
TK-006880,Solicitudes rutinarias,Solicitudes rutinarias
TK-006881,Fallas de hardware,Fallas de hardware
TK-006882,Solicitudes rutinarias,Solicitudes rutinarias
TK-006883,Fallas de hardware,Fallas de hardware
TK-006884,Solicitudes rutinarias,Solicitudes rutinarias
TK-006885,Fallas de hardware,Fallas de hardware
TK-006886,Solicitudes rutinarias,Solicitudes rutinarias
TK-006887,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006888,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006889,Incidentes de seguridad,Incidentes de seguridad
TK-006890,Solicitudes rutinarias,Solicitudes rutinarias
TK-006891,Solicitudes rutinarias,Solicitudes rutinarias
TK-006892,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006893,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006894,Solicitudes rutinarias,Solicitudes rutinarias
TK-006895,Solicitudes rutinarias,Solicitudes rutinarias
TK-006896,Solicitudes rutinarias,Fallas de hardware
TK-006897,Solicitudes rutinarias,Solicitudes rutinarias
TK-006898,Fallas de hardware,Fallas de hardware
TK-006899,Solicitudes rutinarias,Solicitudes rutinarias
TK-006900,Incidentes críticos de red,Incidentes críticos de red
TK-006901,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-006902,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006903,Solicitudes rutinarias,Solicitudes rutinarias
TK-006904,Fallas de hardware,Fallas de hardware
TK-006905,Solicitudes rutinarias,Solicitudes rutinarias
TK-006906,Solicitudes rutinarias,Solicitudes rutinarias
TK-006907,Solicitudes rutinarias,Solicitudes rutinarias
TK-006908,Solicitudes rutinarias,Solicitudes rutinarias
TK-006909,Casos crónicos,Casos crónicos
TK-006910,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006911,Solicitudes rutinarias,Solicitudes rutinarias
TK-006912,Solicitudes rutinarias,Solicitudes rutinarias
TK-006913,Incidentes críticos de red,Incidentes críticos de red
TK-006914,Solicitudes rutinarias,Solicitudes rutinarias
TK-006915,Solicitudes rutinarias,Solicitudes rutinarias
TK-006916,Solicitudes rutinarias,Solicitudes rutinarias
TK-006917,Incidentes críticos de red,Incidentes críticos de red
TK-006918,Solicitudes rutinarias,Solicitudes rutinarias
TK-006919,Solicitudes rutinarias,Solicitudes rutinarias
TK-006920,Incidentes de seguridad,Incidentes de seguridad
TK-006921,Solicitudes rutinarias,Solicitudes rutinarias
TK-006922,Casos crónicos,Casos crónicos
TK-006923,Solicitudes rutinarias,Fallas de hardware
TK-006924,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006925,Solicitudes rutinarias,Solicitudes rutinarias
TK-006926,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006927,Casos crónicos,Incidentes críticos de red
TK-006928,Incidentes de seguridad,Incidentes de seguridad
TK-006929,Fallas de hardware,Fallas de hardware
TK-006930,Solicitudes rutinarias,Solicitudes rutinarias
TK-006931,Fallas de hardware,Fallas de hardware
TK-006932,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006933,Solicitudes rutinarias,Solicitudes rutinarias
TK-006934,Fallas de hardware,Fallas de hardware
TK-006935,Solicitudes rutinarias,Solicitudes rutinarias
TK-006936,Fallas de hardware,Fallas de hardware
TK-006937,Solicitudes rutinarias,Solicitudes rutinarias
TK-006938,Casos crónicos,Incidentes críticos de red
TK-006939,Solicitudes rutinarias,Solicitudes rutinarias
TK-006940,Solicitudes rutinarias,Solicitudes rutinarias
TK-006941,Fallas de hardware,Fallas de hardware
TK-006942,Solicitudes rutinarias,Solicitudes rutinarias
TK-006943,Incidentes de seguridad,Incidentes de seguridad
TK-006944,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006945,Solicitudes rutinarias,Solicitudes rutinarias
TK-006946,Casos crónicos,Casos crónicos
TK-006947,Solicitudes rutinarias,Solicitudes rutinarias
TK-006948,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-006949,Incidentes críticos de red,Incidentes críticos de red
TK-006950,Solicitudes rutinarias,Solicitudes rutinarias
TK-006951,Solicitudes rutinarias,Solicitudes rutinarias
TK-006952,Incidentes de seguridad,Incidentes de seguridad
TK-006953,Solicitudes rutinarias,Fallas de hardware
TK-006954,Fallas de hardware,Fallas de hardware
TK-006955,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006956,Solicitudes rutinarias,Solicitudes rutinarias
TK-006957,Solicitudes rutinarias,Solicitudes rutinarias
TK-006958,Solicitudes rutinarias,Solicitudes rutinarias
TK-006959,Incidentes de seguridad,Incidentes de seguridad
TK-006960,Solicitudes rutinarias,Solicitudes rutinarias
TK-006961,Solicitudes rutinarias,Solicitudes rutinarias
TK-006962,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006963,Solicitudes rutinarias,Solicitudes rutinarias
TK-006964,Incidentes de seguridad,Incidentes de seguridad
TK-006965,Incidentes críticos de red,Errores recurrentes de software/ERP
TK-006966,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006967,Solicitudes rutinarias,Fallas de hardware
TK-006968,Casos crónicos,Casos crónicos
TK-006969,Solicitudes rutinarias,Solicitudes rutinarias
TK-006970,Solicitudes rutinarias,Solicitudes rutinarias
TK-006971,Fallas de hardware,Fallas de hardware
TK-006972,Solicitudes rutinarias,Solicitudes rutinarias
TK-006973,Incidentes de seguridad,Incidentes críticos de red
TK-006974,Fallas de hardware,Fallas de hardware
TK-006975,Solicitudes rutinarias,Solicitudes rutinarias
TK-006976,Solicitudes rutinarias,Fallas de hardware
TK-006977,Incidentes críticos de red,Incidentes críticos de red
TK-006978,Fallas de hardware,Fallas de hardware
TK-006979,Solicitudes rutinarias,Solicitudes rutinarias
TK-006980,Fallas de hardware,Fallas de hardware
TK-006981,Solicitudes rutinarias,Solicitudes rutinarias
TK-006982,Solicitudes rutinarias,Solicitudes rutinarias
TK-006983,Solicitudes rutinarias,Solicitudes rutinarias
TK-006984,Incidentes críticos de red,Incidentes críticos de red
TK-006985,Solicitudes rutinarias,Solicitudes rutinarias
TK-006986,Solicitudes rutinarias,Solicitudes rutinarias
TK-006987,Solicitudes rutinarias,Solicitudes rutinarias
TK-006988,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006989,Fallas de hardware,Errores recurrentes de software/ERP
TK-006990,Casos crónicos,Errores recurrentes de software/ERP
TK-006991,Incidentes críticos de red,Incidentes críticos de red
TK-006992,Fallas de hardware,Fallas de hardware
TK-006993,Solicitudes rutinarias,Solicitudes rutinarias
TK-006994,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-006995,Solicitudes rutinarias,Solicitudes rutinarias
TK-006996,Incidentes de seguridad,Incidentes de seguridad
TK-006997,Solicitudes rutinarias,Solicitudes rutinarias
TK-006998,Incidentes críticos de red,Incidentes críticos de red
TK-006999,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-007000,Solicitudes rutinarias,Solicitudes rutinarias
TK-007001,Fallas de hardware,Fallas de hardware
TK-007002,Fallas de hardware,Fallas de hardware
TK-007003,Fallas de hardware,Fallas de hardware
TK-007004,Fallas de hardware,Fallas de hardware
TK-007005,Fallas de hardware,Fallas de hardware
TK-007006,Solicitudes rutinarias,Solicitudes rutinarias
TK-007007,Solicitudes rutinarias,Solicitudes rutinarias
TK-007008,Incidentes críticos de red,Incidentes críticos de red
TK-007009,Solicitudes rutinarias,Solicitudes rutinarias
TK-007010,Solicitudes rutinarias,Solicitudes rutinarias
TK-007011,Solicitudes rutinarias,Fallas de hardware
TK-007012,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007013,Solicitudes rutinarias,Errores recurrentes de software/ERP
TK-007014,Incidentes críticos de red,Incidentes críticos de red
TK-007015,Incidentes críticos de red,Incidentes críticos de red
TK-007016,Solicitudes rutinarias,Fallas de hardware
TK-007017,Incidentes de seguridad,Incidentes de seguridad
TK-007018,Solicitudes rutinarias,Fallas de hardware
TK-007019,Solicitudes rutinarias,Solicitudes rutinarias
TK-007020,Incidentes de seguridad,Solicitudes rutinarias
TK-007021,Solicitudes rutinarias,Fallas de hardware
TK-007022,Fallas de hardware,Fallas de hardware
TK-007023,Incidentes de seguridad,Incidentes de seguridad
TK-007024,Solicitudes rutinarias,Solicitudes rutinarias
TK-007025,Solicitudes rutinarias,Solicitudes rutinarias
TK-007026,Errores recurrentes de software/ERP,Errores recurrentes de software/ERP
TK-007027,Fallas de hardware,Fallas de hardware
TK-007028,Solicitudes rutinarias,Solicitudes rutinarias
TK-007029,Solicitudes rutinarias,Solicitudes rutinarias
